Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5113011,M      ,1,0,0,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,32,6,0,32,1
5113012,M      ,1,0,0,90000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,32,6,0,33,1
5113015,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,0,Medicine staff                                    ,3,47,10,0,12,1
5113016,F      ,1,0,2,270000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,1,0,Laborers                                          ,3,37,1,0,14,1
5113020,M      ,1,1,0,202500,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,41,7,0,16,1
5113023,F      ,1,1,0,99000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Secretaries                                       ,2,48,9,0,24,1
5113024,F      ,0,1,0,90000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Medicine staff                                    ,2,38,16,0,19,1
5113026,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,HR staff                                          ,3,46,10,0,9,1
5113028,M      ,1,1,1,292500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,3,41,13,0,10,1
5113030,M      ,0,1,1,315000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,3,33,3,0,4,1
5113035,F      ,0,1,0,112500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,0,Core staff                                        ,2,56,29,0,12,1
5113037,F      ,0,1,0,247500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,41,1,0,9,1
5113039,F      ,0,1,0,153000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,0,1,Managers                                          ,1,41,22,0,31,1
5113040,F      ,0,1,0,229500,Working                                           ,Higher education                                  ,Widow                                             ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,35,15,0,48,1
5113048,M      ,1,0,0,310500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,28,2,1,14,1
5113049,F      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,51,19,0,47,1
5113051,M      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,56,3,0,46,1
5113052,F      ,0,1,0,225000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,0,Managers                                          ,1,34,8,0,14,1
5113054,F      ,0,1,0,225000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,0,Managers                                          ,1,34,8,0,12,1
5113056,F      ,1,0,0,202500,Commercial associate                              ,Incomplete higher                                 ,Separated                                         ,House / apartment                                 ,1,0,1,1,Accountants                                       ,1,39,4,0,14,1
5113057,F      ,1,0,0,202500,Commercial associate                              ,Incomplete higher                                 ,Separated                                         ,House / apartment                                 ,1,0,1,1,Accountants                                       ,1,39,4,0,7,1
5113060,F      ,0,0,2,135000,Working                                           ,Secondary / secondary special                     ,Separated                                         ,Municipal apartment                               ,1,0,0,0,Cleaning staff                                    ,3,41,15,0,44,1
5113063,M      ,0,1,0,243000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Cooking staff                                     ,2,26,1,0,9,1
5113067,M      ,0,0,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,33,5,0,26,1
5113068,M      ,0,0,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,33,5,2,10,1
5113069,F      ,1,0,1,225000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,1,Core staff                                        ,2,33,5,0,15,1
5113070,F      ,1,0,1,225000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,1,Core staff                                        ,2,33,5,4,53,1
5113073,F      ,0,1,0,225000,State servant                                     ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,1,1,Medicine staff                                    ,1,54,35,0,21,1
5113074,F      ,0,1,0,225000,State servant                                     ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,1,1,Medicine staff                                    ,1,54,35,0,20,1
5113076,M      ,0,1,0,360000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,54,9,0,5,1
5113077,F      ,1,1,1,112500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,37,12,0,26,1
5113078,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,41,21,0,40,1
5113079,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,41,21,0,12,1
5113080,M      ,1,1,1,360000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Drivers                                           ,2,41,21,0,12,1
5113081,F      ,0,1,1,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,42,4,2,42,1
5113082,F      ,0,1,1,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,42,4,0,26,1
5113085,M      ,0,1,2,225000,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,1,1,Core staff                                        ,4,40,22,0,5,1
5113086,F      ,1,0,1,324000,Commercial associate                              ,Higher education                                  ,Married                                           ,Rented apartment                                  ,1,0,0,0,Sales staff                                       ,3,50,4,1,30,1
5113087,M      ,0,1,0,270000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,47,1,0,3,1
5113088,M      ,0,1,0,270000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,47,1,0,3,1
5113091,M      ,1,1,1,225000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,3,37,1,0,36,1
5113094,M      ,1,1,1,225000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,3,42,3,0,14,1
5113104,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,55,19,1,42,1
5113105,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,55,19,1,56,1
5113106,M      ,1,0,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,55,19,1,35,1
5113110,F      ,0,1,0,180000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,1,High skill tech staff                             ,2,46,9,0,15,1
5113111,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,1,Drivers                                           ,4,52,9,0,28,1
5113113,M      ,1,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,43,9,0,22,1
5113114,M      ,1,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,0,Laborers                                          ,2,43,9,0,22,1
5113116,F      ,0,1,0,630000,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,59,13,2,20,1
5113118,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Core staff                                        ,3,29,8,0,5,1
5113119,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Core staff                                        ,3,29,8,0,36,1
5113121,F      ,0,1,0,202500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,1,0,Core staff                                        ,1,49,28,0,28,1
5113125,F      ,0,1,0,112500,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Core staff                                        ,2,38,11,0,60,1
5113126,F      ,0,1,0,112500,State servant                                     ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Core staff                                        ,2,38,11,0,7,1
5113127,F      ,1,1,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,36,10,0,51,1
5113129,F      ,1,1,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,36,10,0,5,1
5113130,F      ,1,1,0,315000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,36,10,0,40,1
5113131,F      ,1,1,0,360000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,2,53,10,0,17,1
5113132,F      ,1,1,0,360000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,2,53,10,0,10,1
5113137,M      ,0,1,0,337500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,37,15,0,2,1
5113138,M      ,0,1,0,337500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,37,15,5,31,1
5113145,M      ,0,1,1,270000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,3,47,2,0,55,1
5113147,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,33,8,0,6,1
5113149,M      ,0,1,0,157500,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,43,3,0,11,1
5113152,F      ,1,1,0,135000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,47,6,0,29,1
5113153,F      ,1,1,0,135000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,1,1,1,Sales staff                                       ,2,47,6,0,19,1
5113154,F      ,0,1,0,45000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Managers                                          ,2,37,3,0,24,1
5113156,M      ,1,1,2,337500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Drivers                                           ,4,39,3,0,6,1
5113159,M      ,1,1,0,157500,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Municipal apartment                               ,1,1,0,0,Laborers                                          ,1,27,6,0,20,1
5113160,M      ,1,1,0,157500,Commercial associate                              ,Secondary / secondary special                     ,Single / not married                              ,Municipal apartment                               ,1,1,0,0,Laborers                                          ,1,27,6,0,39,1
5113161,M      ,1,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,52,2,0,9,1
5113164,M      ,1,1,0,675000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,2,56,10,0,49,1
5113167,F      ,0,1,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,36,6,0,14,1
5113168,F      ,0,1,0,225000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,36,6,0,25,1
5113169,F      ,1,1,1,405000,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,3,42,10,0,22,1
5113171,F      ,1,1,1,67500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,1,Cooking staff                                     ,3,32,5,0,9,1
5113172,F      ,1,1,1,67500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,1,Cooking staff                                     ,3,32,5,0,2,1
5113174,F      ,0,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,High skill tech staff                             ,2,42,23,0,5,1
5113175,F      ,0,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,High skill tech staff                             ,2,42,23,0,6,1
5113176,F      ,1,1,1,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,35,10,0,5,1
5113178,M      ,0,1,0,211500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Sales staff                                       ,2,26,6,1,12,1
5113180,M      ,1,1,0,135000,Commercial associate                              ,Higher education                                  ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,49,2,0,12,1
5113181,M      ,1,1,0,135000,Commercial associate                              ,Higher education                                  ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,49,2,0,56,1
5113182,M      ,0,0,2,135000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,With parents                                      ,1,0,0,0,Laborers                                          ,3,35,2,0,4,1
5113186,F      ,0,1,1,76500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Medicine staff                                    ,3,38,2,0,52,1
5113188,M      ,1,1,4,292500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,6,39,2,0,23,1
5113190,M      ,1,0,2,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,0,Laborers                                          ,4,36,1,0,49,1
5113191,M      ,1,0,0,270000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,31,10,0,24,1
5113192,M      ,1,0,0,270000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,2,31,10,0,23,1
5113193,F      ,0,1,0,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Sales staff                                       ,2,27,4,0,53,1
5113194,F      ,0,0,1,81000,State servant                                     ,Higher education                                  ,Married                                           ,With parents                                      ,1,0,0,0,Core staff                                        ,3,33,7,0,7,1
5113195,F      ,0,0,1,81000,State servant                                     ,Higher education                                  ,Married                                           ,With parents                                      ,1,0,0,0,Core staff                                        ,3,33,7,0,18,1
5113196,F      ,0,0,1,81000,State servant                                     ,Higher education                                  ,Married                                           ,With parents                                      ,1,0,0,0,Core staff                                        ,3,33,7,0,6,1
5113197,M      ,0,0,0,180000,State servant                                     ,Higher education                                  ,Married                                           ,Municipal apartment                               ,1,0,1,1,Managers                                          ,2,56,3,0,29,1
5113199,F      ,0,1,2,270000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,High skill tech staff                             ,4,37,14,0,2,1
5113201,F      ,1,1,0,117000,Working                                           ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,1,0,Sales staff                                       ,2,49,12,0,25,1
5113210,F      ,1,1,1,450000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,1,1,Core staff                                        ,3,48,2,0,9,1
5113212,F      ,0,1,0,225000,Commercial associate                              ,Higher education                                  ,Widow                                             ,House / apartment                                 ,1,1,1,0,Laborers                                          ,1,60,33,0,5,1
5113213,F      ,1,1,1,157500,Working                                           ,Higher education                                  ,Married                                           ,With parents                                      ,1,0,0,1,High skill tech staff                             ,3,30,2,1,11,1
5113214,M      ,1,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,48,5,0,48,1
5113215,F      ,0,1,0,103500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,0,1,Laborers                                          ,1,28,4,0,20,1
5113216,M      ,1,1,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Drivers                                           ,2,34,2,0,11,1
5113218,F      ,0,1,0,67500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,High skill tech staff                             ,1,25,6,0,12,1
5113221,F      ,0,0,1,103500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,33,4,0,12,1
5113222,M      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,35,3,0,9,1
5113223,M      ,0,1,0,180000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,35,3,0,24,1
5113224,F      ,0,1,0,202500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,0,Managers                                          ,2,52,24,0,57,1
5113226,F      ,0,1,0,202500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,1,Sales staff                                       ,2,42,2,0,14,1
5113227,F      ,1,1,2,387000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Accountants                                       ,4,42,1,0,20,1
5113230,F      ,0,0,0,225000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,1,0,Laborers                                          ,1,36,12,0,19,1
5113231,M      ,1,1,1,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,3,31,12,2,8,1
5113235,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,33,1
5113237,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,37,1
5113238,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,33,1
5113239,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,33,1
5113240,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,20,1
5113241,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,33,1
5113243,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,8,1
5113244,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,8,1
5113245,F      ,0,1,1,175500,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Cleaning staff                                    ,3,46,1,0,2,1
5113246,M      ,0,1,1,360000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,39,2,0,4,1
5113249,M      ,0,1,1,360000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,39,2,0,18,1
5113250,M      ,0,1,1,360000,Working                                           ,Higher education                                  ,Separated                                         ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,39,2,0,5,1
5113251,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,8,1
5113252,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,1,18,1
5113253,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,8,1
5113254,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,8,1
5113255,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,46,1
5113256,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,50,1
5113257,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,7,1
5113258,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,2,24,1
5113259,F      ,1,1,0,247500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Sales staff                                       ,1,33,1,0,18,1
5113261,F      ,0,1,0,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,1,Cooking staff                                     ,2,47,3,0,45,1
5113266,M      ,1,1,1,450000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,42,5,1,23,1
5113267,M      ,1,1,1,450000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,42,5,1,23,1
5113268,M      ,1,1,1,450000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,42,5,0,51,1
5113269,M      ,1,1,1,450000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,42,5,1,42,1
5113271,M      ,1,1,1,450000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,42,5,0,24,1
5113272,M      ,1,1,1,450000,Commercial associate                              ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Managers                                          ,3,42,5,1,41,1
5113274,F      ,0,1,2,121500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,41,2,0,16,1
5113275,F      ,0,1,2,121500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,41,2,0,9,1
5113276,F      ,0,1,2,121500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,41,2,1,15,1
5113277,F      ,0,1,2,121500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,4,41,2,0,9,1
5113278,M      ,0,1,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,0,0,Low-skill Laborers                                ,2,27,1,0,11,1
5113279,M      ,0,1,0,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,0,0,Low-skill Laborers                                ,2,27,1,0,43,1
5113282,F      ,1,1,2,121500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,4,32,1,0,35,1
5113283,F      ,1,1,2,121500,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,1,1,0,Core staff                                        ,4,32,1,0,7,1
